timestamp,numFrame,x,y,z,doppler,SNR,Range,Azimuth,Elevation
1739523063515.219,1,-1.2217993574835617,0.539759107659589,1.611737692332727,0.06972000186215155,11.119999751448631,2.0932825784243136,156.16540799880818,50.35003271366325
1739523063515.219,2,-1.1541390000436946,0.5376296999732174,1.623386532034139,0.06972000186215155,9.63999978452921,2.063120538917923,155.02260094082146,51.89301197949636
1739523063515.219,3,-1.2091186963364933,0.5632407551592888,1.60544580384823,0.06972000186215155,12.359999723732471,2.0872624174254555,155.02260094082143,50.27881991999457
1739523063515.219,4,-1.2640983926292921,0.5888518103453599,1.587505075662321,0.06972000186215155,9.999999776482582,2.113022377081842,155.02260094082143,48.70275889050497
1739523063515.219,5,-1.1415732995808667,0.5598053166690568,1.6174445934488269,0.06972000186215155,10.519999764859676,2.0573523285435895,153.87756730098576,51.82973591383588
1739523063515.219,6,-1.1959544038538772,0.5864727512608986,1.5992208092542408,0.06972000186215155,13.879999689757824,2.0812891247543672,153.87756730098573,50.20863079401444
1739523063515.219,7,-1.2503355081268879,0.6131401858527403,1.5809970250596546,0.06972000186215155,10.639999762177467,2.10685342718423,153.87756730098573,48.62562379442321
1739523063515.219,8,-1.1285509850393924,0.581733763886022,1.6115688837257724,0.06972000186215155,11.359999746084213,2.051632463398723,152.73026921191538,51.76746855568039
1739523063515.219,9,-1.1802231456310932,0.6047164251127229,1.5801517470330826,0.06972000186215155,15.519999653100967,2.0628834605804003,152.87054854497634,49.99530486690465
1739523063515.219,10,-1.233888935682255,0.632213415686684,1.5610608757173692,0.06972000186215155,11.239999748766422,2.0878426105118155,152.87054854497634,48.39074861960604
1739523063515.219,11,-1.1131074375649506,0.5988536558599917,1.5934457462168965,0.06972000186215155,12.23999972641468,2.033888692833511,151.71967447994209,51.57735141774154
1739523063515.219,12,-1.1661325141426069,0.6273812353991702,1.5740787294202243,0.06972000186215155,17.23999961465597,2.056987141788867,151.71967447994209,49.92791071409367
1739523063515.219,13,-1.2191575907202632,0.655908814938349,1.5547117126235523,0.06972000186215155,11.879999734461308,2.0817516936209093,151.71967447994209,48.31640356975043
1739523063515.219,14,-1.0992122914360813,0.6202237353455584,1.5877196506765499,0.06972000186215155,12.999999709427357,2.0282501898618484,150.5664045870496,51.517905754766296
1739523063515.219,15,-1.1515754452175402,0.6497693209306508,1.5680798599819854,0.06972000186215155,18.879999577999115,2.0511461731753244,150.5664045870496,49.8616034319925
